GeneID	PathwayID	Description	SYMBOL	GENENAME
9374	hsa00062	Fatty acid elongation	PPT2	palmitoyl-protein thioesterase 2
9524	hsa00062	Fatty acid elongation	TECR	trans-2,3-enoyl-CoA reductase
10449	hsa00071	Fatty acid degradation	ACAA2	acetyl-CoA acyltransferase 2
10455	hsa00071	Fatty acid degradation	ECI2	enoyl-CoA delta isomerase 2
113612	hsa00071	Fatty acid degradation	CYP2U1	cytochrome P450 family 2 subfamily U member 1
124	hsa00071	Fatty acid degradation	ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide
125	hsa00071	Fatty acid degradation	ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide
126	hsa00071	Fatty acid degradation	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
126129	hsa00071	Fatty acid degradation	CPT1C	carnitine palmitoyltransferase 1C
127	hsa00071	Fatty acid degradation	ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide
128	hsa00071	Fatty acid degradation	ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide
130	hsa00071	Fatty acid degradation	ADH6	alcohol dehydrogenase 6 (class V)
131	hsa00071	Fatty acid degradation	ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
1374	hsa00071	Fatty acid degradation	CPT1A	carnitine palmitoyltransferase 1A
1375	hsa00071	Fatty acid degradation	CPT1B	carnitine palmitoyltransferase 1B
1376	hsa00071	Fatty acid degradation	CPT2	carnitine palmitoyltransferase 2
1632	hsa00071	Fatty acid degradation	ECI1	enoyl-CoA delta isomerase 1
1892	hsa00071	Fatty acid degradation	ECHS1	enoyl-CoA hydratase, short chain 1
1962	hsa00071	Fatty acid degradation	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
217	hsa00071	Fatty acid degradation	ALDH2	aldehyde dehydrogenase 2 family member
2180	hsa00071	Fatty acid degradation	ACSL1	acyl-CoA synthetase long chain family member 1
2181	hsa00071	Fatty acid degradation	ACSL3	acyl-CoA synthetase long chain family member 3
2182	hsa00071	Fatty acid degradation	ACSL4	acyl-CoA synthetase long chain family member 4
219	hsa00071	Fatty acid degradation	ALDH1B1	aldehyde dehydrogenase 1 family member B1
223	hsa00071	Fatty acid degradation	ALDH9A1	aldehyde dehydrogenase 9 family member A1
224	hsa00071	Fatty acid degradation	ALDH3A2	aldehyde dehydrogenase 3 family member A2
23205	hsa00071	Fatty acid degradation	ACSBG1	acyl-CoA synthetase bubblegum family member 1
23305	hsa00071	Fatty acid degradation	ACSL6	acyl-CoA synthetase long chain family member 6
2639	hsa00071	Fatty acid degradation	GCDH	glutaryl-CoA dehydrogenase
30	hsa00071	Fatty acid degradation	ACAA1	acetyl-CoA acyltransferase 1
3030	hsa00071	Fatty acid degradation	HADHA	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha
3032	hsa00071	Fatty acid degradation	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta
3033	hsa00071	Fatty acid degradation	HADH	hydroxyacyl-CoA dehydrogenase
33	hsa00071	Fatty acid degradation	ACADL	acyl-CoA dehydrogenase long chain
34	hsa00071	Fatty acid degradation	ACADM	acyl-CoA dehydrogenase medium chain
35	hsa00071	Fatty acid degradation	ACADS	acyl-CoA dehydrogenase short chain
36	hsa00071	Fatty acid degradation	ACADSB	acyl-CoA dehydrogenase short/branched chain
37	hsa00071	Fatty acid degradation	ACADVL	acyl-CoA dehydrogenase very long chain
38	hsa00071	Fatty acid degradation	ACAT1	acetyl-CoA acetyltransferase 1
39	hsa00071	Fatty acid degradation	ACAT2	acetyl-CoA acetyltransferase 2
501	hsa00071	Fatty acid degradation	ALDH7A1	aldehyde dehydrogenase 7 family member A1
51	hsa00071	Fatty acid degradation	ACOX1	acyl-CoA oxidase 1
51703	hsa00071	Fatty acid degradation	ACSL5	acyl-CoA synthetase long chain family member 5
81616	hsa00071	Fatty acid degradation	ACSBG2	acyl-CoA synthetase bubblegum family member 2
8310	hsa00071	Fatty acid degradation	ACOX3	acyl-CoA oxidase 3, pristanoyl
1056	hsa00100	Steroid biosynthesis	CEL	carboxyl ester lipase
10682	hsa00100	Steroid biosynthesis	EBP	EBP cholestenol delta-isomerase
120227	hsa00100	Steroid biosynthesis	CYP2R1	cytochrome P450 family 2 subfamily R member 1
1591	hsa00100	Steroid biosynthesis	CYP24A1	cytochrome P450 family 24 subfamily A member 1
1594	hsa00100	Steroid biosynthesis	CYP27B1	cytochrome P450 family 27 subfamily B member 1
1595	hsa00100	Steroid biosynthesis	CYP51A1	cytochrome P450 family 51 subfamily A member 1
1717	hsa00100	Steroid biosynthesis	DHCR7	7-dehydrocholesterol reductase
1718	hsa00100	Steroid biosynthesis	DHCR24	24-dehydrocholesterol reductase
2222	hsa00100	Steroid biosynthesis	FDFT1	farnesyl-diphosphate farnesyltransferase 1
3930	hsa00100	Steroid biosynthesis	LBR	lamin B receptor
3988	hsa00100	Steroid biosynthesis	LIPA	lipase A, lysosomal acid type
4047	hsa00100	Steroid biosynthesis	LSS	lanosterol synthase
50814	hsa00100	Steroid biosynthesis	NSDHL	NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL
51478	hsa00100	Steroid biosynthesis	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7
6307	hsa00100	Steroid biosynthesis	MSMO1	methylsterol monooxygenase 1
6309	hsa00100	Steroid biosynthesis	SC5D	sterol-C5-desaturase
6646	hsa00100	Steroid biosynthesis	SOAT1	sterol O-acyltransferase 1
6713	hsa00100	Steroid biosynthesis	SQLE	squalene epoxidase
7108	hsa00100	Steroid biosynthesis	TM7SF2	transmembrane 7 superfamily member 2
8435	hsa00100	Steroid biosynthesis	SOAT2	sterol O-acyltransferase 2
10005	hsa00120	Primary bile acid biosynthesis	ACOT8	acyl-CoA thioesterase 8
10858	hsa00120	Primary bile acid biosynthesis	CYP46A1	cytochrome P450 family 46 subfamily A member 1
10998	hsa00120	Primary bile acid biosynthesis	SLC27A5	solute carrier family 27 member 5
1109	hsa00120	Primary bile acid biosynthesis	AKR1C4	aldo-keto reductase family 1 member C4
1581	hsa00120	Primary bile acid biosynthesis	CYP7A1	cytochrome P450 family 7 subfamily A member 1
1582	hsa00120	Primary bile acid biosynthesis	CYP8B1	cytochrome P450 family 8 subfamily B member 1
1593	hsa00120	Primary bile acid biosynthesis	CYP27A1	cytochrome P450 family 27 subfamily A member 1
23600	hsa00120	Primary bile acid biosynthesis	AMACR	alpha-methylacyl-CoA racemase
3295	hsa00120	Primary bile acid biosynthesis	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4
51302	hsa00120	Primary bile acid biosynthesis	CYP39A1	cytochrome P450 family 39 subfamily A member 1
570	hsa00120	Primary bile acid biosynthesis	BAAT	bile acid-CoA:amino acid N-acyltransferase
6342	hsa00120	Primary bile acid biosynthesis	SCP2	sterol carrier protein 2
6718	hsa00120	Primary bile acid biosynthesis	AKR1D1	aldo-keto reductase family 1 member D1
80270	hsa00120	Primary bile acid biosynthesis	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
8309	hsa00120	Primary bile acid biosynthesis	ACOX2	acyl-CoA oxidase 2
9023	hsa00120	Primary bile acid biosynthesis	CH25H	cholesterol 25-hydroxylase
9420	hsa00120	Primary bile acid biosynthesis	CYP7B1	cytochrome P450 family 7 subfamily B member 1
10229	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ7	coenzyme Q7, hydroxylase
154807	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1
1728	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	NQO1	NAD(P)H quinone dehydrogenase 1
2677	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	GGCX	gamma-glutamyl carboxylase
27235	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ2	coenzyme Q2, polyprenyltransferase
3242	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	HPD	4-hydroxyphenylpyruvate dioxygenase
51004	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ6	coenzyme Q6, monooxygenase
51117	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ4	coenzyme Q4
51805	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ3	coenzyme Q3, methyltransferase
6898	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	TAT	tyrosine aminotransferase
79001	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	VKORC1	vitamin K epoxide reductase complex subunit 1
84274	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	COQ5	coenzyme Q5, methyltransferase
100861540	hsa00140	Steroid hormone biosynthesis	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough
10720	hsa00140	Steroid hormone biosynthesis	UGT2B11	UDP glucuronosyltransferase family 2 member B11
10941	hsa00140	Steroid hormone biosynthesis	UGT2A1	UDP glucuronosyltransferase family 2 member A1 complex locus
1109	hsa00140	Steroid hormone biosynthesis	AKR1C4	aldo-keto reductase family 1 member C4
120356740	hsa00140	Steroid hormone biosynthesis	TOMT	transmembrane O-methyltransferase
1312	hsa00140	Steroid hormone biosynthesis	COMT	catechol-O-methyltransferase
1543	hsa00140	Steroid hormone biosynthesis	CYP1A1	cytochrome P450 family 1 subfamily A member 1
1544	hsa00140	Steroid hormone biosynthesis	CYP1A2	cytochrome P450 family 1 subfamily A member 2
1545	hsa00140	Steroid hormone biosynthesis	CYP1B1	cytochrome P450 family 1 subfamily B member 1
1551	hsa00140	Steroid hormone biosynthesis	CYP3A7	cytochrome P450 family 3 subfamily A member 7
1571	hsa00140	Steroid hormone biosynthesis	CYP2E1	cytochrome P450 family 2 subfamily E member 1
1576	hsa00140	Steroid hormone biosynthesis	CYP3A4	cytochrome P450 family 3 subfamily A member 4
1577	hsa00140	Steroid hormone biosynthesis	CYP3A5	cytochrome P450 family 3 subfamily A member 5
1581	hsa00140	Steroid hormone biosynthesis	CYP7A1	cytochrome P450 family 7 subfamily A member 1
1583	hsa00140	Steroid hormone biosynthesis	CYP11A1	cytochrome P450 family 11 subfamily A member 1
1584	hsa00140	Steroid hormone biosynthesis	CYP11B1	cytochrome P450 family 11 subfamily B member 1
1585	hsa00140	Steroid hormone biosynthesis	CYP11B2	cytochrome P450 family 11 subfamily B member 2
1586	hsa00140	Steroid hormone biosynthesis	CYP17A1	cytochrome P450 family 17 subfamily A member 1
1588	hsa00140	Steroid hormone biosynthesis	CYP19A1	cytochrome P450 family 19 subfamily A member 1
1589	hsa00140	Steroid hormone biosynthesis	CYP21A2	cytochrome P450 family 21 subfamily A member 2
1645	hsa00140	Steroid hormone biosynthesis	AKR1C1	aldo-keto reductase family 1 member C1
1646	hsa00140	Steroid hormone biosynthesis	AKR1C2	aldo-keto reductase family 1 member C2
220074	hsa00140	Steroid hormone biosynthesis	LRTOMT	leucine rich transmembrane and O-methyltransferase domain containing
3283	hsa00140	Steroid hormone biosynthesis	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
3284	hsa00140	Steroid hormone biosynthesis	HSD3B2	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2
3290	hsa00140	Steroid hormone biosynthesis	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
3291	hsa00140	Steroid hormone biosynthesis	HSD11B2	hydroxysteroid 11-beta dehydrogenase 2
3292	hsa00140	Steroid hormone biosynthesis	HSD17B1	hydroxysteroid 17-beta dehydrogenase 1
3293	hsa00140	Steroid hormone biosynthesis	HSD17B3	hydroxysteroid 17-beta dehydrogenase 3
3294	hsa00140	Steroid hormone biosynthesis	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2
340811	hsa00140	Steroid hormone biosynthesis	AKR1C8	aldo-keto reductase family 1 member C8
374875	hsa00140	Steroid hormone biosynthesis	HSD11B1L	hydroxysteroid 11-beta dehydrogenase 1 like
412	hsa00140	Steroid hormone biosynthesis	STS	steroid sulfatase
51144	hsa00140	Steroid hormone biosynthesis	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
51170	hsa00140	Steroid hormone biosynthesis	HSD17B11	hydroxysteroid 17-beta dehydrogenase 11
51478	hsa00140	Steroid hormone biosynthesis	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7
54490	hsa00140	Steroid hormone biosynthesis	UGT2B28	UDP glucuronosyltransferase family 2 member B28
54575	hsa00140	Steroid hormone biosynthesis	UGT1A10	UDP glucuronosyltransferase family 1 member A10
54576	hsa00140	Steroid hormone biosynthesis	UGT1A8	UDP glucuronosyltransferase family 1 member A8
54577	hsa00140	Steroid hormone biosynthesis	UGT1A7	UDP glucuronosyltransferase family 1 member A7
54578	hsa00140	Steroid hormone biosynthesis	UGT1A6	UDP glucuronosyltransferase family 1 member A6
54579	hsa00140	Steroid hormone biosynthesis	UGT1A5	UDP glucuronosyltransferase family 1 member A5
54600	hsa00140	Steroid hormone biosynthesis	UGT1A9	UDP glucuronosyltransferase family 1 member A9
54657	hsa00140	Steroid hormone biosynthesis	UGT1A4	UDP glucuronosyltransferase family 1 member A4
54658	hsa00140	Steroid hormone biosynthesis	UGT1A1	UDP glucuronosyltransferase family 1 member A1
54659	hsa00140	Steroid hormone biosynthesis	UGT1A3	UDP glucuronosyltransferase family 1 member A3
574537	hsa00140	Steroid hormone biosynthesis	UGT2A2	UDP glucuronosyltransferase family 2 member A2
6715	hsa00140	Steroid hormone biosynthesis	SRD5A1	steroid 5 alpha-reductase 1
6716	hsa00140	Steroid hormone biosynthesis	SRD5A2	steroid 5 alpha-reductase 2
6718	hsa00140	Steroid hormone biosynthesis	AKR1D1	aldo-keto reductase family 1 member D1
6783	hsa00140	Steroid hormone biosynthesis	SULT1E1	sulfotransferase family 1E member 1
6820	hsa00140	Steroid hormone biosynthesis	SULT2B1	sulfotransferase family 2B member 1
7363	hsa00140	Steroid hormone biosynthesis	UGT2B4	UDP glucuronosyltransferase family 2 member B4
7364	hsa00140	Steroid hormone biosynthesis	UGT2B7	UDP glucuronosyltransferase family 2 member B7
7365	hsa00140	Steroid hormone biosynthesis	UGT2B10	UDP glucuronosyltransferase family 2 member B10
7366	hsa00140	Steroid hormone biosynthesis	UGT2B15	UDP glucuronosyltransferase family 2 member B15
7367	hsa00140	Steroid hormone biosynthesis	UGT2B17	UDP glucuronosyltransferase family 2 member B17
79154	hsa00140	Steroid hormone biosynthesis	DHRS11	dehydrogenase/reductase 11
7923	hsa00140	Steroid hormone biosynthesis	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8
79644	hsa00140	Steroid hormone biosynthesis	SRD5A3	steroid 5 alpha-reductase 3
79799	hsa00140	Steroid hormone biosynthesis	UGT2A3	UDP glucuronosyltransferase family 2 member A3
8630	hsa00140	Steroid hormone biosynthesis	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6
8644	hsa00140	Steroid hormone biosynthesis	AKR1C3	aldo-keto reductase family 1 member C3
9420	hsa00140	Steroid hormone biosynthesis	CYP7B1	cytochrome P450 family 7 subfamily B member 1
100532726	hsa00190	Oxidative phosphorylation	NDUFC2-KCTD14	NDUFC2-KCTD14 readthrough
10063	hsa00190	Oxidative phosphorylation	COX17	cytochrome c oxidase copper chaperone COX17
101927180	hsa00190	Oxidative phosphorylation	LOC101927180	V-type proton ATPase subunit F-like
10312	hsa00190	Oxidative phosphorylation	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3
10476	hsa00190	Oxidative phosphorylation	ATP5PD	ATP synthase peripheral stalk subunit d
10632	hsa00190	Oxidative phosphorylation	ATP5MG	ATP synthase membrane subunit g
107984365	hsa00190	Oxidative phosphorylation	LOC107984365	cytochrome c oxidase subunit NDUFA4-like
10975	hsa00190	Oxidative phosphorylation	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI
124901481	hsa00190	Oxidative phosphorylation	LOC124901481	ATP synthase subunit f, mitochondrial-like
125965	hsa00190	Oxidative phosphorylation	COX6B2	cytochrome c oxidase subunit 6B2
126328	hsa00190	Oxidative phosphorylation	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11
127124	hsa00190	Oxidative phosphorylation	ATP6V1G3	ATPase H+ transporting V1 subunit G3
1327	hsa00190	Oxidative phosphorylation	COX4I1	cytochrome c oxidase subunit 4I1
1329	hsa00190	Oxidative phosphorylation	COX5B	cytochrome c oxidase subunit 5B
1337	hsa00190	Oxidative phosphorylation	COX6A1	cytochrome c oxidase subunit 6A1
1339	hsa00190	Oxidative phosphorylation	COX6A2	cytochrome c oxidase subunit 6A2
1340	hsa00190	Oxidative phosphorylation	COX6B1	cytochrome c oxidase subunit 6B1
1345	hsa00190	Oxidative phosphorylation	COX6C	cytochrome c oxidase subunit 6C
1346	hsa00190	Oxidative phosphorylation	COX7A1	cytochrome c oxidase subunit 7A1
1347	hsa00190	Oxidative phosphorylation	COX7A2	cytochrome c oxidase subunit 7A2
1349	hsa00190	Oxidative phosphorylation	COX7B	cytochrome c oxidase subunit 7B
1350	hsa00190	Oxidative phosphorylation	COX7C	cytochrome c oxidase subunit 7C
1351	hsa00190	Oxidative phosphorylation	COX8A	cytochrome c oxidase subunit 8A
1352	hsa00190	Oxidative phosphorylation	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
1353	hsa00190	Oxidative phosphorylation	COX11	cytochrome c oxidase copper chaperone COX11
1355	hsa00190	Oxidative phosphorylation	COX15	cytochrome c oxidase assembly homolog COX15
1537	hsa00190	Oxidative phosphorylation	CYC1	cytochrome c1
155066	hsa00190	Oxidative phosphorylation	ATP6V0E2	ATPase H+ transporting V0 subunit e2
170712	hsa00190	Oxidative phosphorylation	COX7B2	cytochrome c oxidase subunit 7B2
23545	hsa00190	Oxidative phosphorylation	ATP6V0A2	ATPase H+ transporting V0 subunit a2
245972	hsa00190	Oxidative phosphorylation	ATP6V0D2	ATPase H+ transporting V0 subunit d2
245973	hsa00190	Oxidative phosphorylation	ATP6V1C2	ATPase H+ transporting V1 subunit C2
267020	hsa00190	Oxidative phosphorylation	ATP5MGL	ATP synthase membrane subunit g like
27068	hsa00190	Oxidative phosphorylation	PPA2	inorganic pyrophosphatase 2
27089	hsa00190	Oxidative phosphorylation	UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII
29796	hsa00190	Oxidative phosphorylation	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X
341947	hsa00190	Oxidative phosphorylation	COX8C	cytochrome c oxidase subunit 8C
374291	hsa00190	Oxidative phosphorylation	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
440567	hsa00190	Oxidative phosphorylation	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
4508	hsa00190	Oxidative phosphorylation	MT-ATP6	ATP synthase F0 subunit 6
4509	hsa00190	Oxidative phosphorylation	MT-ATP8	ATP synthase F0 subunit 8
4512	hsa00190	Oxidative phosphorylation	MT-CO1	cytochrome c oxidase subunit I
4513	hsa00190	Oxidative phosphorylation	MT-CO2	cytochrome c oxidase subunit II
4514	hsa00190	Oxidative phosphorylation	MT-CO3	cytochrome c oxidase subunit III
4519	hsa00190	Oxidative phosphorylation	MT-CYB	cytochrome b
4535	hsa00190	Oxidative phosphorylation	MT-ND1	NADH dehydrogenase subunit 1
4536	hsa00190	Oxidative phosphorylation	MT-ND2	NADH dehydrogenase subunit 2
4537	hsa00190	Oxidative phosphorylation	MT-ND3	NADH dehydrogenase subunit 3
4538	hsa00190	Oxidative phosphorylation	MT-ND4	NADH dehydrogenase subunit 4
4539	hsa00190	Oxidative phosphorylation	MT-ND4L	NADH dehydrogenase subunit 4L
4540	hsa00190	Oxidative phosphorylation	MT-ND5	NADH dehydrogenase subunit 5
4541	hsa00190	Oxidative phosphorylation	MT-ND6	NADH dehydrogenase subunit 6
4694	hsa00190	Oxidative phosphorylation	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
4695	hsa00190	Oxidative phosphorylation	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2
4696	hsa00190	Oxidative phosphorylation	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3
4697	hsa00190	Oxidative phosphorylation	NDUFA4	NDUFA4 mitochondrial complex associated
4698	hsa00190	Oxidative phosphorylation	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
4700	hsa00190	Oxidative phosphorylation	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
4701	hsa00190	Oxidative phosphorylation	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7
4702	hsa00190	Oxidative phosphorylation	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8
4704	hsa00190	Oxidative phosphorylation	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9
4705	hsa00190	Oxidative phosphorylation	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10
4706	hsa00190	Oxidative phosphorylation	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1
